secid,count,mean,std,min,q01,q05,median,q95,q99,max,positive_share
IMOEX,2863,0.00031836005595066273,0.014622155678660239,-0.33280600634089097,-0.03606929576807691,-0.01891549933582227,0.0006315843846043112,0.01855766738542457,0.03213395992353453,0.2003576079140188,0.5274187914774712
RTSI,2862,0.00035357393156964676,0.01998774865988414,-0.39437836780278646,-0.0496463466075335,-0.026019971814890862,0.0008269378699813368,0.026931319132100815,0.049220896791699255,0.2611756471174167,0.5310971348707197
