horizon,secid,param_id,fold_id,train_rows,validation_rows,validation_first_date,validation_last_date,max_depth,min_samples_leaf,max_thresholds,normalize_etc,accuracy,balanced_accuracy,precision_up,recall_up,f1_up,true_positive_share,predicted_positive_share,tp,tn,fp,fn
1,IMOEX,32,2,2007.0,193.0,2023-03-29,2023-12-27,5,10,8,False,0.5544041450777202,0.5149010346378767,0.6165413533834586,0.7008547008547008,0.656,0.6062176165803109,0.689119170984456,82.0,25.0,51.0,35.0
1,IMOEX,32,mean,,,,,5,10,8,False,0.5234468000192666,0.5008695083622687,,,,,,,,,
1,IMOEX,33,0,999.0,251.0,2019-03-04,2020-03-02,5,10,16,False,0.5258964143426295,0.50006475006475,0.5697674418604651,0.6853146853146853,0.6222222222222222,0.5697211155378487,0.6852589641434262,98.0,34.0,74.0,45.0
1,IMOEX,33,1,1503.0,251.0,2021-03-05,2022-03-25,5,10,16,False,0.50199203187251,0.48217263049890985,0.5371428571428571,0.6811594202898551,0.6006389776357828,0.549800796812749,0.6972111553784861,94.0,32.0,81.0,44.0
1,IMOEX,33,2,2007.0,193.0,2023-03-29,2023-12-27,5,10,16,False,0.47668393782383417,0.4899910031488979,0.5952380952380952,0.42735042735042733,0.49751243781094534,0.6062176165803109,0.43523316062176165,50.0,42.0,34.0,67.0
1,IMOEX,33,mean,,,,,5,10,16,False,0.5015241280129912,0.4907427945708526,,,,,,,,,
1,IMOEX,34,0,999.0,251.0,2019-03-04,2020-03-02,5,20,8,False,0.49800796812749004,0.4812548562548562,0.5548387096774193,0.6013986013986014,0.5771812080536912,0.5697211155378487,0.6175298804780877,86.0,39.0,69.0,57.0
1,IMOEX,34,1,1503.0,251.0,2021-03-05,2022-03-25,5,20,8,False,0.49800796812749004,0.48897011671155577,0.5405405405405406,0.5797101449275363,0.5594405594405595,0.549800796812749,0.5896414342629482,80.0,45.0,68.0,58.0
1,IMOEX,34,2,2007.0,193.0,2023-03-29,2023-12-27,5,20,8,False,0.5544041450777202,0.5149010346378767,0.6165413533834586,0.7008547008547008,0.656,0.6062176165803109,0.689119170984456,82.0,25.0,51.0,35.0
1,IMOEX,34,mean,,,,,5,20,8,False,0.5168066937775667,0.4950420025347629,,,,,,,,,
1,IMOEX,35,0,999.0,251.0,2019-03-04,2020-03-02,5,20,16,False,0.5179282868525896,0.4976042476042476,0.5679012345679012,0.6433566433566433,0.6032786885245902,0.5697211155378487,0.6454183266932271,92.0,38.0,70.0,51.0
1,IMOEX,35,1,1503.0,251.0,2021-03-05,2022-03-25,5,20,16,False,0.50199203187251,0.48217263049890985,0.5371428571428571,0.6811594202898551,0.6006389776357828,0.549800796812749,0.6972111553784861,94.0,32.0,81.0,44.0
1,IMOEX,35,2,2007.0,193.0,2023-03-29,2023-12-27,5,20,16,False,0.47668393782383417,0.4899910031488979,0.5952380952380952,0.42735042735042733,0.49751243781094534,0.6062176165803109,0.43523316062176165,50.0,42.0,34.0,67.0
1,IMOEX,35,mean,,,,,5,20,16,False,0.49886808551631123,0.48992262708401846,,,,,,,,,
1,IMOEX,36,0,999.0,251.0,2019-03-04,2020-03-02,5,50,8,False,0.4820717131474104,0.4876651126651127,0.5565217391304348,0.44755244755244755,0.4961240310077519,0.5697211155378487,0.4581673306772908,64.0,57.0,51.0,79.0
1,IMOEX,36,1,1503.0,251.0,2021-03-05,2022-03-25,5,50,8,False,0.49800796812749004,0.476946261382583,0.5337078651685393,0.6884057971014492,0.6012658227848101,0.549800796812749,0.7091633466135459,95.0,30.0,83.0,43.0
1,IMOEX,36,2,2007.0,193.0,2023-03-29,2023-12-27,5,50,8,False,0.5492227979274611,0.506016644174539,0.6102941176470589,0.7094017094017094,0.6561264822134387,0.6062176165803109,0.7046632124352331,83.0,23.0,53.0,34.0
1,IMOEX,36,mean,,,,,5,50,8,False,0.5097674930674538,0.49020933940741157,,,,,,,,,
1,IMOEX,37,0,999.0,251.0,2019-03-04,2020-03-02,5,50,16,False,0.450199203187251,0.45516058016058014,0.5217391304347826,0.4195804195804196,0.46511627906976744,0.5697211155378487,0.4581673306772908,60.0,53.0,55.0,83.0
1,IMOEX,37,1,1503.0,251.0,2021-03-05,2022-03-25,5,50,16,False,0.4900398406374502,0.4640887520841349,0.5263157894736842,0.7246376811594203,0.6097560975609756,0.549800796812749,0.7569721115537849,100.0,23.0,90.0,38.0
1,IMOEX,37,2,2007.0,193.0,2023-03-29,2023-12-27,5,50,16,False,0.47668393782383417,0.4899910031488979,0.5952380952380952,0.42735042735042733,0.49751243781094534,0.6062176165803109,0.43523316062176165,50.0,42.0,34.0,67.0
1,IMOEX,37,mean,,,,,5,50,16,False,0.4723076605495118,0.46974677846453766,,,,,,,,,
1,IMOEX,38,0,999.0,251.0,2019-03-04,2020-03-02,5,100,8,False,0.5418326693227091,0.5106513856513857,0.5769230769230769,0.7342657342657343,0.6461538461538461,0.5697211155378487,0.7250996015936255,105.0,31.0,77.0,38.0
1,IMOEX,38,1,1503.0,251.0,2021-03-05,2022-03-25,5,100,8,False,0.5219123505976095,0.5195267410542517,0.5681818181818182,0.5434782608695652,0.5555555555555556,0.549800796812749,0.5258964143426295,75.0,56.0,57.0,63.0
1,IMOEX,38,2,2007.0,193.0,2023-03-29,2023-12-27,5,100,8,False,0.5544041450777202,0.49645748987854255,0.6040268456375839,0.7692307692307693,0.6766917293233082,0.6062176165803109,0.772020725388601,90.0,17.0,59.0,27.0
1,IMOEX,38,mean,,,,,5,100,8,False,0.5393830549993462,0.5088785388613933,,,,,,,,,
1,IMOEX,39,0,999.0,251.0,2019-03-04,2020-03-02,5,100,16,False,0.4940239043824701,0.4766252266252266,0.5512820512820513,0.6013986013986014,0.5752508361204013,0.5697211155378487,0.6215139442231076,86.0,38.0,70.0,57.0
1,IMOEX,39,1,1503.0,251.0,2021-03-05,2022-03-25,5,100,16,False,0.4900398406374502,0.4664935231499295,0.5271739130434783,0.7028985507246377,0.6024844720496895,0.549800796812749,0.7330677290836654,97.0,26.0,87.0,41.0
1,IMOEX,39,2,2007.0,193.0,2023-03-29,2023-12-27,5,100,16,False,0.533678756476684,0.5277777777777778,0.6310679611650486,0.5555555555555556,0.5909090909090909,0.6062176165803109,0.533678756476684,65.0,38.0,38.0,52.0
1,IMOEX,39,mean,,,,,5,100,16,False,0.5059141671655348,0.49029884251764466,,,,,,,,,
1,IMOEX,40,0,999.0,251.0,2019-03-04,2020-03-02,6,10,8,False,0.4940239043824701,0.4845571095571095,0.5563380281690141,0.5524475524475524,0.5543859649122806,0.5697211155378487,0.5657370517928287,79.0,45.0,63.0,64.0
1,IMOEX,40,1,1503.0,251.0,2021-03-05,2022-03-25,6,10,8,False,0.47808764940239046,0.45963190970886236,0.52046783625731,0.644927536231884,0.5760517799352751,0.549800796812749,0.6812749003984063,89.0,31.0,82.0,49.0
1,IMOEX,40,2,2007.0,193.0,2023-03-29,2023-12-27,6,10,8,False,0.5233160621761658,0.5169253261358525,0.6213592233009708,0.5470085470085471,0.5818181818181819,0.6062176165803109,0.533678756476684,64.0,37.0,39.0,53.0
1,IMOEX,40,mean,,,,,6,10,8,False,0.4984758719870088,0.4870381151339414,,,,,,,,,
1,IMOEX,41,0,999.0,251.0,2019-03-04,2020-03-02,6,10,16,False,0.5099601593625498,0.5030756280756281,0.572463768115942,0.5524475524475524,0.5622775800711743,0.5697211155378487,0.549800796812749,79.0,49.0,59.0,64.0
1,IMOEX,41,1,1503.0,251.0,2021-03-05,2022-03-25,6,10,16,False,0.42231075697211157,0.41772476593561625,0.4740740740740741,0.463768115942029,0.46886446886446886,0.549800796812749,0.5378486055776892,64.0,42.0,71.0,74.0
1,IMOEX,41,2,2007.0,193.0,2023-03-29,2023-12-27,6,10,16,False,0.5440414507772021,0.5294084570400359,0.6306306306306306,0.5982905982905983,0.6140350877192983,0.6062176165803109,0.5751295336787565,70.0,35.0,41.0,47.0
1,IMOEX,41,mean,,,,,6,10,16,False,0.49210412237062123,0.48340295035042674,,,,,,,,,
1,IMOEX,42,0,999.0,251.0,2019-03-04,2020-03-02,6,20,8,False,0.4860557768924303,0.4718984718984719,0.5466666666666666,0.5734265734265734,0.5597269624573379,0.5697211155378487,0.5976095617529881,82.0,40.0,68.0,61.0
1,IMOEX,42,1,1503.0,251.0,2021-03-05,2022-03-25,6,20,8,False,0.4820717131474104,0.4680646402462486,0.525,0.6086956521739131,0.563758389261745,0.549800796812749,0.6374501992031872,84.0,37.0,76.0,54.0
1,IMOEX,42,2,2007.0,193.0,2023-03-29,2023-12-27,6,20,8,False,0.538860103626943,0.5297458389563653,0.6320754716981132,0.5726495726495726,0.600896860986547,0.6062176165803109,0.5492227979274611,67.0,37.0,39.0,50.0
1,IMOEX,42,mean,,,,,6,20,8,False,0.5023291978889279,0.4899029837003619,,,,,,,,,
1,IMOEX,43,0,999.0,251.0,2019-03-04,2020-03-02,6,20,16,False,0.5179282868525896,0.4976042476042476,0.5679012345679012,0.6433566433566433,0.6032786885245902,0.5697211155378487,0.6454183266932271,92.0,38.0,70.0,51.0
1,IMOEX,43,1,1503.0,251.0,2021-03-05,2022-03-25,6,20,16,False,0.4342629482071713,0.42939592150827244,0.4852941176470588,0.4782608695652174,0.48175182481751827,0.549800796812749,0.5418326693227091,66.0,43.0,70.0,72.0
1,IMOEX,43,2,2007.0,193.0,2023-03-29,2023-12-27,6,20,16,False,0.5595854922279793,0.539923526765632,0.6379310344827587,0.6324786324786325,0.6351931330472103,0.6062176165803109,0.6010362694300518,74.0,34.0,42.0,43.0
1,IMOEX,43,mean,,,,,6,20,16,False,0.5039255757625801,0.4889745652927173,,,,,,,,,
1,IMOEX,44,0,999.0,251.0,2019-03-04,2020-03-02,6,50,8,False,0.4820717131474104,0.4876651126651127,0.5565217391304348,0.44755244755244755,0.4961240310077519,0.5697211155378487,0.4581673306772908,64.0,57.0,51.0,79.0
1,IMOEX,44,1,1503.0,251.0,2021-03-05,2022-03-25,6,50,8,False,0.49800796812749004,0.476946261382583,0.5337078651685393,0.6884057971014492,0.6012658227848101,0.549800796812749,0.7091633466135459,95.0,30.0,83.0,43.0
1,IMOEX,44,2,2007.0,193.0,2023-03-29,2023-12-27,6,50,8,False,0.5492227979274611,0.5129329734592892,0.6153846153846154,0.6837606837606838,0.6477732793522267,0.6062176165803109,0.6735751295336787,80.0,26.0,50.0,37.0
1,IMOEX,44,mean,,,,,6,50,8,False,0.5097674930674538,0.49251478250232833,,,,,,,,,
1,IMOEX,45,0,999.0,251.0,2019-03-04,2020-03-02,6,50,16,False,0.450199203187251,0.45516058016058014,0.5217391304347826,0.4195804195804196,0.46511627906976744,0.5697211155378487,0.4581673306772908,60.0,53.0,55.0,83.0
1,IMOEX,45,1,1503.0,251.0,2021-03-05,2022-03-25,6,50,16,False,0.4900398406374502,0.4640887520841349,0.5263157894736842,0.7246376811594203,0.6097560975609756,0.549800796812749,0.7569721115537849,100.0,23.0,90.0,38.0
1,IMOEX,45,2,2007.0,193.0,2023-03-29,2023-12-27,6,50,16,False,0.47668393782383417,0.4899910031488979,0.5952380952380952,0.42735042735042733,0.49751243781094534,0.6062176165803109,0.43523316062176165,50.0,42.0,34.0,67.0
1,IMOEX,45,mean,,,,,6,50,16,False,0.4723076605495118,0.46974677846453766,,,,,,,,,
1,IMOEX,46,0,999.0,251.0,2019-03-04,2020-03-02,6,100,8,False,0.5418326693227091,0.5106513856513857,0.5769230769230769,0.7342657342657343,0.6461538461538461,0.5697211155378487,0.7250996015936255,105.0,31.0,77.0,38.0
1,IMOEX,46,1,1503.0,251.0,2021-03-05,2022-03-25,6,100,8,False,0.5219123505976095,0.5195267410542517,0.5681818181818182,0.5434782608695652,0.5555555555555556,0.549800796812749,0.5258964143426295,75.0,56.0,57.0,63.0
1,IMOEX,46,2,2007.0,193.0,2023-03-29,2023-12-27,6,100,8,False,0.5544041450777202,0.49645748987854255,0.6040268456375839,0.7692307692307693,0.6766917293233082,0.6062176165803109,0.772020725388601,90.0,17.0,59.0,27.0
1,IMOEX,46,mean,,,,,6,100,8,False,0.5393830549993462,0.5088785388613933,,,,,,,,,
1,IMOEX,47,0,999.0,251.0,2019-03-04,2020-03-02,6,100,16,False,0.4940239043824701,0.4766252266252266,0.5512820512820513,0.6013986013986014,0.5752508361204013,0.5697211155378487,0.6215139442231076,86.0,38.0,70.0,57.0
1,IMOEX,47,1,1503.0,251.0,2021-03-05,2022-03-25,6,100,16,False,0.4900398406374502,0.4664935231499295,0.5271739130434783,0.7028985507246377,0.6024844720496895,0.549800796812749,0.7330677290836654,97.0,26.0,87.0,41.0
1,IMOEX,47,2,2007.0,193.0,2023-03-29,2023-12-27,6,100,16,False,0.533678756476684,0.5277777777777778,0.6310679611650486,0.5555555555555556,0.5909090909090909,0.6062176165803109,0.533678756476684,65.0,38.0,38.0,52.0
1,IMOEX,47,mean,,,,,6,100,16,False,0.5059141671655348,0.49029884251764466,,,,,,,,,
1,IMOEX,48,0,999.0,251.0,2019-03-04,2020-03-02,2,20,16,True,0.5697211155378487,0.5,0.5697211155378487,1.0,0.7258883248730965,0.5697211155378487,1.0,143.0,0.0,108.0,0.0
1,IMOEX,48,1,1503.0,251.0,2021-03-05,2022-03-25,2,20,16,True,0.549800796812749,0.5,0.549800796812749,1.0,0.7095115681233933,0.549800796812749,1.0,138.0,0.0,113.0,0.0
1,IMOEX,48,2,2007.0,193.0,2023-03-29,2023-12-27,2,20,16,True,0.6062176165803109,0.5,0.6062176165803109,1.0,0.7548387096774194,0.6062176165803109,1.0,117.0,0.0,76.0,0.0
1,IMOEX,48,mean,,,,,2,20,16,True,0.5752465096436361,0.5,,,,,,,,,
1,IMOEX,49,0,999.0,251.0,2019-03-04,2020-03-02,2,50,16,True,0.5697211155378487,0.5,0.5697211155378487,1.0,0.7258883248730965,0.5697211155378487,1.0,143.0,0.0,108.0,0.0
1,IMOEX,49,1,1503.0,251.0,2021-03-05,2022-03-25,2,50,16,True,0.549800796812749,0.5,0.549800796812749,1.0,0.7095115681233933,0.549800796812749,1.0,138.0,0.0,113.0,0.0
1,IMOEX,49,2,2007.0,193.0,2023-03-29,2023-12-27,2,50,16,True,0.6062176165803109,0.5,0.6062176165803109,1.0,0.7548387096774194,0.6062176165803109,1.0,117.0,0.0,76.0,0.0
1,IMOEX,49,mean,,,,,2,50,16,True,0.5752465096436361,0.5,,,,,,,,,
1,IMOEX,50,0,999.0,251.0,2019-03-04,2020-03-02,3,20,16,True,0.5697211155378487,0.5,0.5697211155378487,1.0,0.7258883248730965,0.5697211155378487,1.0,143.0,0.0,108.0,0.0
1,IMOEX,50,1,1503.0,251.0,2021-03-05,2022-03-25,3,20,16,True,0.549800796812749,0.5,0.549800796812749,1.0,0.7095115681233933,0.549800796812749,1.0,138.0,0.0,113.0,0.0
1,IMOEX,50,2,2007.0,193.0,2023-03-29,2023-12-27,3,20,16,True,0.6062176165803109,0.5,0.6062176165803109,1.0,0.7548387096774194,0.6062176165803109,1.0,117.0,0.0,76.0,0.0
1,IMOEX,50,mean,,,,,3,20,16,True,0.5752465096436361,0.5,,,,,,,,,
1,IMOEX,51,0,999.0,251.0,2019-03-04,2020-03-02,3,50,16,True,0.5697211155378487,0.5,0.5697211155378487,1.0,0.7258883248730965,0.5697211155378487,1.0,143.0,0.0,108.0,0.0
1,IMOEX,51,1,1503.0,251.0,2021-03-05,2022-03-25,3,50,16,True,0.549800796812749,0.5,0.549800796812749,1.0,0.7095115681233933,0.549800796812749,1.0,138.0,0.0,113.0,0.0
1,IMOEX,51,2,2007.0,193.0,2023-03-29,2023-12-27,3,50,16,True,0.6062176165803109,0.5,0.6062176165803109,1.0,0.7548387096774194,0.6062176165803109,1.0,117.0,0.0,76.0,0.0
1,IMOEX,51,mean,,,,,3,50,16,True,0.5752465096436361,0.5,,,,,,,,,
1,RTSI,0,0,999.0,251.0,2019-03-04,2020-03-02,1,10,8,False,0.5657370517928287,0.5,0.5657370517928287,1.0,0.7226463104325701,0.5657370517928287,1.0,142.0,0.0,109.0,0.0
1,RTSI,0,1,1503.0,251.0,2021-03-05,2022-03-24,1,10,8,False,0.5737051792828686,0.5,0.5737051792828686,1.0,0.729113924050633,0.5737051792828686,1.0,144.0,0.0,107.0,0.0
1,RTSI,0,2,2007.0,194.0,2023-03-28,2023-12-27,1,10,8,False,0.5309278350515464,0.5,0.5309278350515464,1.0,0.6936026936026937,0.5309278350515464,1.0,103.0,0.0,91.0,0.0
1,RTSI,0,mean,,,,,1,10,8,False,0.5567900220424146,0.5,,,,,,,,,
1,RTSI,1,0,999.0,251.0,2019-03-04,2020-03-02,1,10,16,False,0.5657370517928287,0.5,0.5657370517928287,1.0,0.7226463104325701,0.5657370517928287,1.0,142.0,0.0,109.0,0.0
1,RTSI,1,1,1503.0,251.0,2021-03-05,2022-03-24,1,10,16,False,0.5737051792828686,0.5,0.5737051792828686,1.0,0.729113924050633,0.5737051792828686,1.0,144.0,0.0,107.0,0.0
1,RTSI,1,2,2007.0,194.0,2023-03-28,2023-12-27,1,10,16,False,0.5309278350515464,0.5,0.5309278350515464,1.0,0.6936026936026937,0.5309278350515464,1.0,103.0,0.0,91.0,0.0
1,RTSI,1,mean,,,,,1,10,16,False,0.5567900220424146,0.5,,,,,,,,,
1,RTSI,2,0,999.0,251.0,2019-03-04,2020-03-02,1,20,8,False,0.5657370517928287,0.5,0.5657370517928287,1.0,0.7226463104325701,0.5657370517928287,1.0,142.0,0.0,109.0,0.0
1,RTSI,2,1,1503.0,251.0,2021-03-05,2022-03-24,1,20,8,False,0.5737051792828686,0.5,0.5737051792828686,1.0,0.729113924050633,0.5737051792828686,1.0,144.0,0.0,107.0,0.0
1,RTSI,2,2,2007.0,194.0,2023-03-28,2023-12-27,1,20,8,False,0.5309278350515464,0.5,0.5309278350515464,1.0,0.6936026936026937,0.5309278350515464,1.0,103.0,0.0,91.0,0.0
1,RTSI,2,mean,,,,,1,20,8,False,0.5567900220424146,0.5,,,,,,,,,
1,RTSI,3,0,999.0,251.0,2019-03-04,2020-03-02,1,20,16,False,0.5657370517928287,0.5,0.5657370517928287,1.0,0.7226463104325701,0.5657370517928287,1.0,142.0,0.0,109.0,0.0
1,RTSI,3,1,1503.0,251.0,2021-03-05,2022-03-24,1,20,16,False,0.5737051792828686,0.5,0.5737051792828686,1.0,0.729113924050633,0.5737051792828686,1.0,144.0,0.0,107.0,0.0
1,RTSI,3,2,2007.0,194.0,2023-03-28,2023-12-27,1,20,16,False,0.5309278350515464,0.5,0.5309278350515464,1.0,0.6936026936026937,0.5309278350515464,1.0,103.0,0.0,91.0,0.0
1,RTSI,3,mean,,,,,1,20,16,False,0.5567900220424146,0.5,,,,,,,,,
1,RTSI,4,0,999.0,251.0,2019-03-04,2020-03-02,1,50,8,False,0.5657370517928287,0.5,0.5657370517928287,1.0,0.7226463104325701,0.5657370517928287,1.0,142.0,0.0,109.0,0.0
1,RTSI,4,1,1503.0,251.0,2021-03-05,2022-03-24,1,50,8,False,0.5737051792828686,0.5,0.5737051792828686,1.0,0.729113924050633,0.5737051792828686,1.0,144.0,0.0,107.0,0.0
1,RTSI,4,2,2007.0,194.0,2023-03-28,2023-12-27,1,50,8,False,0.5309278350515464,0.5,0.5309278350515464,1.0,0.6936026936026937,0.5309278350515464,1.0,103.0,0.0,91.0,0.0
1,RTSI,4,mean,,,,,1,50,8,False,0.5567900220424146,0.5,,,,,,,,,
1,RTSI,5,0,999.0,251.0,2019-03-04,2020-03-02,1,50,16,False,0.5657370517928287,0.5,0.5657370517928287,1.0,0.7226463104325701,0.5657370517928287,1.0,142.0,0.0,109.0,0.0
1,RTSI,5,1,1503.0,251.0,2021-03-05,2022-03-24,1,50,16,False,0.5737051792828686,0.5,0.5737051792828686,1.0,0.729113924050633,0.5737051792828686,1.0,144.0,0.0,107.0,0.0
1,RTSI,5,2,2007.0,194.0,2023-03-28,2023-12-27,1,50,16,False,0.5309278350515464,0.5,0.5309278350515464,1.0,0.6936026936026937,0.5309278350515464,1.0,103.0,0.0,91.0,0.0
1,RTSI,5,mean,,,,,1,50,16,False,0.5567900220424146,0.5,,,,,,,,,
1,RTSI,6,0,999.0,251.0,2019-03-04,2020-03-02,1,100,8,False,0.5657370517928287,0.5,0.5657370517928287,1.0,0.7226463104325701,0.5657370517928287,1.0,142.0,0.0,109.0,0.0
1,RTSI,6,1,1503.0,251.0,2021-03-05,2022-03-24,1,100,8,False,0.5737051792828686,0.5,0.5737051792828686,1.0,0.729113924050633,0.5737051792828686,1.0,144.0,0.0,107.0,0.0
1,RTSI,6,2,2007.0,194.0,2023-03-28,2023-12-27,1,100,8,False,0.5309278350515464,0.5,0.5309278350515464,1.0,0.6936026936026937,0.5309278350515464,1.0,103.0,0.0,91.0,0.0
1,RTSI,6,mean,,,,,1,100,8,False,0.5567900220424146,0.5,,,,,,,,,
1,RTSI,7,0,999.0,251.0,2019-03-04,2020-03-02,1,100,16,False,0.5657370517928287,0.5,0.5657370517928287,1.0,0.7226463104325701,0.5657370517928287,1.0,142.0,0.0,109.0,0.0
1,RTSI,7,1,1503.0,251.0,2021-03-05,2022-03-24,1,100,16,False,0.5737051792828686,0.5,0.5737051792828686,1.0,0.729113924050633,0.5737051792828686,1.0,144.0,0.0,107.0,0.0
1,RTSI,7,2,2007.0,194.0,2023-03-28,2023-12-27,1,100,16,False,0.5309278350515464,0.5,0.5309278350515464,1.0,0.6936026936026937,0.5309278350515464,1.0,103.0,0.0,91.0,0.0
1,RTSI,7,mean,,,,,1,100,16,False,0.5567900220424146,0.5,,,,,,,,,
1,RTSI,8,0,999.0,251.0,2019-03-04,2020-03-02,2,10,8,False,0.5298804780876494,0.4779041219795839,0.5535714285714286,0.8732394366197183,0.6775956284153005,0.5657370517928287,0.8924302788844621,124.0,9.0,100.0,18.0
1,RTSI,8,1,1503.0,251.0,2021-03-05,2022-03-24,2,10,8,False,0.5418326693227091,0.49863707165109034,0.5728643216080402,0.7916666666666666,0.6647230320699709,0.5737051792828686,0.7928286852589641,114.0,22.0,85.0,30.0
1,RTSI,8,2,2007.0,194.0,2023-03-28,2023-12-27,2,10,8,False,0.5309278350515464,0.5,0.5309278350515464,1.0,0.6936026936026937,0.5309278350515464,1.0,103.0,0.0,91.0,0.0
1,RTSI,8,mean,,,,,2,10,8,False,0.5342136608206349,0.49218039787689144,,,,,,,,,
1,RTSI,9,0,999.0,251.0,2019-03-04,2020-03-02,2,10,16,False,0.5737051792828686,0.5624757720635741,0.6174496644295302,0.647887323943662,0.6323024054982819,0.5657370517928287,0.5936254980079682,92.0,52.0,57.0,50.0
1,RTSI,9,1,1503.0,251.0,2021-03-05,2022-03-24,2,10,16,False,0.5737051792828686,0.5,0.5737051792828686,1.0,0.729113924050633,0.5737051792828686,1.0,144.0,0.0,107.0,0.0
1,RTSI,9,2,2007.0,194.0,2023-03-28,2023-12-27,2,10,16,False,0.5309278350515464,0.5,0.5309278350515464,1.0,0.6936026936026937,0.5309278350515464,1.0,103.0,0.0,91.0,0.0
1,RTSI,9,mean,,,,,2,10,16,False,0.5594460645390945,0.5208252573545247,,,,,,,,,
1,RTSI,10,0,999.0,251.0,2019-03-04,2020-03-02,2,20,8,False,0.5298804780876494,0.4779041219795839,0.5535714285714286,0.8732394366197183,0.6775956284153005,0.5657370517928287,0.8924302788844621,124.0,9.0,100.0,18.0
1,RTSI,10,1,1503.0,251.0,2021-03-05,2022-03-24,2,20,8,False,0.5418326693227091,0.49863707165109034,0.5728643216080402,0.7916666666666666,0.6647230320699709,0.5737051792828686,0.7928286852589641,114.0,22.0,85.0,30.0
1,RTSI,10,2,2007.0,194.0,2023-03-28,2023-12-27,2,20,8,False,0.5309278350515464,0.5,0.5309278350515464,1.0,0.6936026936026937,0.5309278350515464,1.0,103.0,0.0,91.0,0.0
1,RTSI,10,mean,,,,,2,20,8,False,0.5342136608206349,0.49218039787689144,,,,,,,,,
1,RTSI,11,0,999.0,251.0,2019-03-04,2020-03-02,2,20,16,False,0.5737051792828686,0.5624757720635741,0.6174496644295302,0.647887323943662,0.6323024054982819,0.5657370517928287,0.5936254980079682,92.0,52.0,57.0,50.0
1,RTSI,11,1,1503.0,251.0,2021-03-05,2022-03-24,2,20,16,False,0.5737051792828686,0.5,0.5737051792828686,1.0,0.729113924050633,0.5737051792828686,1.0,144.0,0.0,107.0,0.0
1,RTSI,11,2,2007.0,194.0,2023-03-28,2023-12-27,2,20,16,False,0.5309278350515464,0.5,0.5309278350515464,1.0,0.6936026936026937,0.5309278350515464,1.0,103.0,0.0,91.0,0.0
1,RTSI,11,mean,,,,,2,20,16,False,0.5594460645390945,0.5208252573545247,,,,,,,,,
1,RTSI,12,0,999.0,251.0,2019-03-04,2020-03-02,2,50,8,False,0.5298804780876494,0.4779041219795839,0.5535714285714286,0.8732394366197183,0.6775956284153005,0.5657370517928287,0.8924302788844621,124.0,9.0,100.0,18.0
1,RTSI,12,1,1503.0,251.0,2021-03-05,2022-03-24,2,50,8,False,0.5418326693227091,0.49863707165109034,0.5728643216080402,0.7916666666666666,0.6647230320699709,0.5737051792828686,0.7928286852589641,114.0,22.0,85.0,30.0
1,RTSI,12,2,2007.0,194.0,2023-03-28,2023-12-27,2,50,8,False,0.5309278350515464,0.5,0.5309278350515464,1.0,0.6936026936026937,0.5309278350515464,1.0,103.0,0.0,91.0,0.0
1,RTSI,12,mean,,,,,2,50,8,False,0.5342136608206349,0.49218039787689144,,,,,,,,,
1,RTSI,13,0,999.0,251.0,2019-03-04,2020-03-02,2,50,16,False,0.5737051792828686,0.5624757720635741,0.6174496644295302,0.647887323943662,0.6323024054982819,0.5657370517928287,0.5936254980079682,92.0,52.0,57.0,50.0
1,RTSI,13,1,1503.0,251.0,2021-03-05,2022-03-24,2,50,16,False,0.5737051792828686,0.5,0.5737051792828686,1.0,0.729113924050633,0.5737051792828686,1.0,144.0,0.0,107.0,0.0
1,RTSI,13,2,2007.0,194.0,2023-03-28,2023-12-27,2,50,16,False,0.5309278350515464,0.5,0.5309278350515464,1.0,0.6936026936026937,0.5309278350515464,1.0,103.0,0.0,91.0,0.0
1,RTSI,13,mean,,,,,2,50,16,False,0.5594460645390945,0.5208252573545247,,,,,,,,,
1,RTSI,14,0,999.0,251.0,2019-03-04,2020-03-02,2,100,8,False,0.5298804780876494,0.4779041219795839,0.5535714285714286,0.8732394366197183,0.6775956284153005,0.5657370517928287,0.8924302788844621,124.0,9.0,100.0,18.0
1,RTSI,14,1,1503.0,251.0,2021-03-05,2022-03-24,2,100,8,False,0.5418326693227091,0.49863707165109034,0.5728643216080402,0.7916666666666666,0.6647230320699709,0.5737051792828686,0.7928286852589641,114.0,22.0,85.0,30.0
1,RTSI,14,2,2007.0,194.0,2023-03-28,2023-12-27,2,100,8,False,0.5309278350515464,0.5,0.5309278350515464,1.0,0.6936026936026937,0.5309278350515464,1.0,103.0,0.0,91.0,0.0
1,RTSI,14,mean,,,,,2,100,8,False,0.5342136608206349,0.49218039787689144,,,,,,,,,
1,RTSI,15,0,999.0,251.0,2019-03-04,2020-03-02,2,100,16,False,0.5737051792828686,0.5624757720635741,0.6174496644295302,0.647887323943662,0.6323024054982819,0.5657370517928287,0.5936254980079682,92.0,52.0,57.0,50.0
1,RTSI,15,1,1503.0,251.0,2021-03-05,2022-03-24,2,100,16,False,0.5737051792828686,0.5,0.5737051792828686,1.0,0.729113924050633,0.5737051792828686,1.0,144.0,0.0,107.0,0.0
1,RTSI,15,2,2007.0,194.0,2023-03-28,2023-12-27,2,100,16,False,0.5309278350515464,0.5,0.5309278350515464,1.0,0.6936026936026937,0.5309278350515464,1.0,103.0,0.0,91.0,0.0
1,RTSI,15,mean,,,,,2,100,16,False,0.5594460645390945,0.5208252573545247,,,,,,,,,
