secid,date,future_date,close,future_close,future_return,target_up,horizon,model,predicted_return,predicted_close,predicted_up,position,position_change,transaction_cost,strategy_return,buy_hold_return,strategy_equity,buy_hold_equity,cost_bps
RTSI,2024-06-18,2024-06-25,1127.16,1123.04,-0.0036552042301005,0,5,NaivePrice,0.0,1127.16,0,0,0,0.0,-0.0,-0.0036552042301005,1.0,1.046499058836685,5.0
RTSI,2024-06-25,2024-07-02,1123.04,1151.82,0.0256268699244905,1,5,NaivePrice,0.0,1123.04,0,0,0,0.0,0.0,0.0256268699244905,1.0,1.0733175540935944,5.0
RTSI,2024-07-02,2024-07-09,1151.82,1093.26,-0.0508412772829087,0,5,NaivePrice,0.0,1151.82,0,0,0,0.0,-0.0,-0.0508412772829087,1.0,1.0187487187133086,5.0
RTSI,2024-07-09,2024-07-16,1093.26,1050.83,-0.0388105299745715,0,5,NaivePrice,0.0,1093.26,0,0,0,0.0,-0.0,-0.0388105299745715,1.0,0.9792105410291295,5.0
RTSI,2024-07-16,2024-07-23,1050.83,1092.67,0.039816145332737,1,5,NaivePrice,0.0,1050.83,0,0,0,0.0,0.0,0.039816145332737,1.0,1.0181989302420933,5.0
RTSI,2024-07-23,2024-07-30,1092.67,1074.56,-0.0165740800058573,0,5,NaivePrice,0.0,1092.67,0,0,0,0.0,-0.0,-0.0165740800058573,1.0,1.0013232197103825,5.0
RTSI,2024-07-30,2024-08-06,1074.56,1047.09,-0.0255639517569982,0,5,NaivePrice,0.0,1074.56,0,0,0,0.0,-0.0,-0.0255639517569982,1.0,0.9757254412285442,5.0
RTSI,2024-08-06,2024-08-13,1047.09,980.7,-0.0634042918946794,0,5,NaivePrice,0.0,1047.09,0,0,0,0.0,-0.0,-0.0634042918946794,1.0,0.9138602605438247,5.0
RTSI,2024-08-13,2024-08-20,980.7,961.6,-0.0194758845722443,0,5,NaivePrice,0.0,980.7,0,0,0,0.0,-0.0,-0.0194758845722443,1.0,0.8960620235943122,5.0
RTSI,2024-08-20,2024-08-27,961.6,940.23,-0.0222233777038269,0,5,NaivePrice,0.0,961.6,0,0,0,0.0,-0.0,-0.0222233777038269,1.0,0.8761484987979203,5.0
RTSI,2024-08-27,2024-09-03,940.23,897.44,-0.0455101411356795,0,5,NaivePrice,0.0,940.23,0,0,0,0.0,-0.0,-0.0455101411356795,1.0,0.8362748569618133,5.0
